index,type,date,country,state,location,activity,severity,time
1724,UNPROVOKED,2009-01-07,VIETNAM,Binh Dinh Province,Quy Nhon,SWIMMING,INJURY,
1725,PROVOKED,2009-01-07,BAHAMAS,,,DIVING,INJURY,
1726,UNPROVOKED,2009-01-07,USA,California,"San Onofre, San Diego County",SURFING,,MORNING
1727,UNPROVOKED,2009-01-07,SOUTH AFRICA,Western Cape Province,"Jogensfontein, Stilbaai",SURFING,INJURY,NOON
1728,UNPROVOKED,2009-01-07,USA,Florida,"Daytona Beach, Volusia County",SURFING,INJURY,AFTERNOON
1729,PROVOKED,2009-01-07,USA,Florida,"Biscayne National Park, Miami",SWIMMING,INJURY,
1730,UNPROVOKED,2009-01-06,AUSTRALIA,New South Wales,"Seven Mile Beach, Gerroa",SURFING,INJURY,MORNING
1731,,2009-01-06,USA,California,"Shell Beach, San Luis Obispo County",SURFING,INJURY,
1732,,2009-01-06,USA,Florida,"Melbourne Beach, Brevard County",,INJURY,AFTERNOON
1733,PROVOKED,2009-01-06,VIETNAM,,,FISHING,INJURY,
1734,UNPROVOKED,2009-01-06,EGYPT,St. Johns Reef,Habili Gafar,DIVING,INJURY,
1735,UNPROVOKED,2009-01-06,EGYPT,St. Johns Reef,Habili Gafar,DIVING,INJURY,
1736,UNPROVOKED,2009-01-06,EGYPT,St. Johns Reef,Habili Gafar,DIVING,FATALITY,MORNING
1737,PROVOKED,2009-01-05,TAIWAN,Off Green Island,Onboard the fishing vessel Chin Sheng Fa 13,FISHING,INJURY,DUSK
1738,PROVOKED,2009-01-05,USA,Florida,"Clearwater Beach, Pinellas County",SWIMMING,INJURY,DUSK
1739,UNPROVOKED,2009-01-05,USA,Florida,"New Smyrna Beach, Volusia County",SURFING,INJURY,MORNING
1740,UNPROVOKED,2009-01-05,USA,Florida,"New Smyrna Beach, Volusia County",SURFING,INJURY,MORNING
1741,UNPROVOKED,2009-01-05,USA,Florida,"New Smyrna Beach, Volusia County",SURFING,INJURY,MORNING
1742,PROVOKED,2009-01-05,GUAM,North Region,Ritidian Point,DIVING,INJURY,NOON
1743,PROVOKED,2009-01-03,BAHAMAS,Exuma Islands,,DIVING,INJURY,
1744,UNPROVOKED,2009-01-04,USA,Florida,"St. Augustine, St. John's County",,INJURY,AFTERNOON
1745,UNPROVOKED,2009-01-04,USA,California,"San Onofre State Beach, San Diego County",SURFING,,MORNING
1746,UNPROVOKED,2009-01-04,USA,Florida,"New Smyrna Beach, Volusia County",SURFING,INJURY,NOON
1747,UNPROVOKED,2009-01-04,PHILIPPINES,Batangas province,Mabini,SWIMMING,INJURY,
1748,UNPROVOKED,2009-01-04,USA,Florida,"Carlin Park, Jupiter Inlet",SURFING,INJURY,AFTERNOON
1749,UNPROVOKED,2009-01-04,USA,Florida,"Walton Rocks, St Lucie County",SURFING,INJURY,NOON
1750,,2009-01-04,USA,Hawaii,Kona,DIVING,,
1751,UNPROVOKED,2009-01-04,AUSTRALIA,New South Wales,Fingal Bay,SURFING,,MORNING
1752,,2009-01-04,SOUTH AFRICA,KwaZulu-Natal,Umtentweni,SWIMMING,,MORNING
1753,UNPROVOKED,2009-01-04,USA,California,San Diego County,DIVING,INJURY,MORNING
1754,UNPROVOKED,2009-01-04,USA,Florida,"Sanibel Island, Lee County",SWIMMING,INJURY,AFTERNOON
1755,PROVOKED,2009-01-03,SOUTH AFRICA,Eastern Cape Province,2-3 km north of Sunday's River mouth,FISHING,INJURY,
1756,UNPROVOKED,2009-01-03,SOUTH AFRICA,Eastern Cape Province,"Second Beach, Port St. John's",SURFING,FATALITY,NOON
1757,UNPROVOKED,2009-01-03,AUSTRALIA,New South Wales,Blue Bay,SURFING,INJURY,AFTERNOON
1758,UNPROVOKED,2009-01-03,AUSTRALIA,New South Wales,South Broulee,SURFING,,MORNING
1759,UNPROVOKED,2009-01-03,AUSTRALIA,New South Wales,Bateman's Bay,SURFING,INJURY,MORNING
1760,UNPROVOKED,2009-01-03,USA,Florida,"Ponce Inlet, Volusia County",SURFING,INJURY,AFTERNOON
1761,UNPROVOKED,2009-01-03,MALAYSIA,Strait of Malacca,Pulau Payar Island,,INJURY,
1762,UNPROVOKED,2009-01-03,USA,Hawaii,Alenuihaha Channel,SWIMMING,INJURY,DUSK
1763,PROVOKED,2009-01-03,AUSTRALIA,Western Australia,"The Natural Jetty, Rottnest Island",SWIMMING,INJURY,
1764,UNPROVOKED,2009-01-03,NEW CALEDONIA,South Province,Bourail,SURFING,FATALITY,NOON
1765,PROVOKED,2009-01-03,SOUTH AFRICA,Western Cape Province,Off Cape Point,FISHING,INJURY,NOON
1766,WATERCRAFT,2009-01-03,NEW ZEALAND,North Island,Taranaki,FISHING,INJURY,
1767,UNPROVOKED,2009-01-03,AUSTRALIA,New South Wales,Avalon,SURFING,INJURY,
1768,UNPROVOKED,2009-01-02,AUSTRALIA,Queensland,Batt Reef,FISHING,INJURY,MORNING
1769,UNPROVOKED,2009-01-02,AUSTRALIA,New South Wales,"Shelly Beach, near Port Macquarie",SURFING,,AFTERNOON
1770,UNPROVOKED,2009-01-02,AUSTRALIA,New South Wales,"Bondi Beach, Sydney",SURFING,,DUSK
1771,UNPROVOKED,2009-01-02,AUSTRALIA,New South Wales,"Garden Point, Woolloomooloo Sydney Harbour",DIVING,,MORNING
1772,UNPROVOKED,2009-01-02,USA,Puerto Rico,Quebradillas,SWIMMING,,
1773,UNPROVOKED,2009-01-02,AUSTRALIA,New South Wales,Cellito Beach,SURFING,,NOON
1774,UNPROVOKED,2009-01-02,AUSTRALIA,New South Wales,Sandon,SURFING,,MORNING
1775,PROVOKED,2009-01-01,AZORES,,Onboard the fishing vessel Nuevo Cedes,FISHING,INJURY,
1776,,2009-01-01,BRAZIL,,Praia do Olho d'Aqua,,INJURY,
1777,UNPROVOKED,2009-01-01,CUBA,Guantanamo Province,Guantanamo Bay,DIVING,INJURY,MORNING
1778,WATERCRAFT,2009-01-01,NEW ZEALAND,North Island,Alderman Islands,FISHING,,DUSK
1779,UNPROVOKED,2009-01-01,AUSTRALIA,New South Wales,"Surf Beach, Batemans Bay",SWIMMING,INJURY,AFTERNOON
1780,UNPROVOKED,2009-01-01,SOUTH AFRICA,Eastern Cape Province,"Second Beach, Port St. John's",SWIMMING,FATALITY,NOON
1781,,2009-01-01,BRAZIL,Maranhão,Olho d'Água,SWIMMING,,
1782,WATERCRAFT,2009-01-01,AUSTRALIA,Victoria,Off Tower Hill,FISHING,INJURY,MORNING
1783,UNPROVOKED,2009-01-01,NEW ZEALAND,South Island,Karitane Beach,SURFING,,
1784,UNPROVOKED,2009-01-01,SOUTH AFRICA,Western Cape Province,"Shark Alley, off Gansbaai",,FATALITY,
1785,UNPROVOKED,2009-01-01,AUSTRALIA,New South Wales,"Windang,       Lake Illawara",DIVING,INJURY,MORNING
1786,UNPROVOKED,2009-01-01,AUSTRALIA,Tasmania,Binalong Bay,SURFING,INJURY,AFTERNOON
1787,UNPROVOKED,2009-01-01,AUSTRALIA,New South Wales,Fingal Beach,SURFING,INJURY,MORNING
1788,WATERCRAFT,2009-01-01,NEW ZEALAND,North Island,Hawkes Bay,FISHING,INJURY,
1789,UNPROVOKED,2009-01-01,ECUADOR,Galapagos Islands,Isla Isabella,SURFING,INJURY,
1790,UNPROVOKED,2009-01-01,NEW ZEALAND,North Island,Haumoana,SWIMMING,INJURY,AFTERNOON
1791,UNPROVOKED,2009-01-01,CUBA,Guantanamo Province,Guantanamo,DIVING,INJURY,
1792,,2008-01-12,AUSTRALIA,Western Australia,Port Kennedy Beach,,,MORNING
1793,WATERCRAFT,2008-01-12,AUSTRALIA,Tasmania,near Schouten Island,,,
1794,UNPROVOKED,2008-01-12,AUSTRALIA,New South Wales,Seal Rocks,SURFING,,
1795,WATERCRAFT,2008-01-12,AUSTRALIA,New South Wales,"Long Reef, north of Sydney",BOATING,,NOON
1796,UNPROVOKED,2008-01-12,AUSTRALIA,Western Australia,Port Kennedy Beach,DIVING,FATALITY,MORNING
1797,WATERCRAFT,2008-01-12,USA,California,"Dillon Beach, Marin County",BOATING,,AFTERNOON
1798,UNPROVOKED,2008-01-12,NEW ZEALAND,North Island,Maraetai,FISHING,INJURY,
1799,PROVOKED,2008-01-12,SOUTH AFRICA,Western Cape Province,Plettenberg Bay,FISHING,INJURY,DUSK
1800,WATERCRAFT,2006-01-12,AUSTRALIA,New South Wales,Mowarry Point,FISHING,INJURY,MORNING
1801,UNPROVOKED,2008-01-12,MOZAMBIQUE,Inhambane Province,Chidenguele,DIVING,FATALITY,
1802,UNPROVOKED,2008-01-11,EGYPT,Red Sea,Elphinstone Reef,DIVING,INJURY,MORNING
1803,UNPROVOKED,2008-01-11,PHILIPPINES,Batanes Provine,Luzon Strait,,INJURY,
1804,UNPROVOKED,2008-01-11,ECUADOR,Galapagos Islands,Santa Cruz,,INJURY,
1805,WATERCRAFT,2008-01-11,AUSTRALIA,South Australia,North Haven,FISHING,INJURY,
1806,UNPROVOKED,2008-01-11,TAIWAN,,50 miles off Kaohsiung,BOATING,FATALITY,
1807,UNPROVOKED,2008-01-11,PHILIPPINES,Luzon,"off Paoay, Ilocos Norte Province",FISHING,FATALITY,MORNING
1808,PROVOKED,2008-01-10,AUSTRALIA,New South Wales,"Oceanworld, Manley",DIVING,INJURY,AFTERNOON
1809,UNPROVOKED,2008-01-10,NEW CALEDONIA,,,DIVING,INJURY,NOON
1810,PROVOKED,2008-01-10,AUSTRALIA,Northern Territory,Darwin,FISHING,INJURY,
1811,UNPROVOKED,2008-01-10,AUSTRALIA,New South Wales,Lake Macquarie,SURFING,,AFTERNOON
1812,UNPROVOKED,2008-01-10,USA,Florida,"Santa Rosa Beach, Walton County",FISHING,INJURY,NOON
1813,UNPROVOKED,2008-01-10,CROATIA,"Split-Dalmatia Count,","Smokvina Bay, Vis Island",DIVING,INJURY,NOON
1814,UNPROVOKED,2008-01-09,USA,Florida,"New Smyrna Beach, Volusia County",SURFING,INJURY,NOON
1815,UNPROVOKED,2008-01-09,USA,Florida,Bethune Beach,SURFING,INJURY,NOON
1816,PROVOKED,2008-01-09,AUSTRALIA,Northern Territory,Near Croker Island,SWIMMING,INJURY,NOON
1817,UNPROVOKED,2008-01-09,USA,Florida,"Ormond-by-the-Sea, Volusia County",SWIMMING,INJURY,NOON
1818,UNPROVOKED,2008-01-09,USA,Hawaii,"Ka'a'awa, Oahu",SURFING,INJURY,AFTERNOON
1819,UNPROVOKED,2008-01-09,USA,California,"Surf Beach, Lompoc, Santa Barbara County",SURFING,INJURY,MORNING
1820,UNPROVOKED,2008-01-09,AUSTRALIA,New South Wales,"Clarks Beach, Byron Bay",SURFING,INJURY,NOON
1823,UNPROVOKED,2008-01-09,USA,Florida,"New Smyrna Beach, Volusia County",SURFING,,MORNING
1824,UNPROVOKED,2008-01-09,USA,Florida,Hutchinson Island,SURFING,INJURY,MORNING
1825,UNPROVOKED,2008-01-08,AUSTRALIA,New South Wales,"Tallow Beach, Byron Bay",SURFING,,
1826,,2008-01-08,USA,Hawaii,"McKenzie Beach Park in Pahoa, Hawai'i",SWIMMING,,DUSK
1827,PROVOKED,2008-01-08,ENGLAND,North Devon,Lundy Island,FISHING,INJURY,
1828,UNPROVOKED,2008-01-08,USA,Florida,"New Smyrna Beach, Volusia County",SURFING,,NOON
1829,UNPROVOKED,2008-01-08,USA,Florida,"New Smyrna Beach, Volusia County",SURFING,INJURY,NOON
1830,UNPROVOKED,2008-01-08,USA,Florida,"New Smyrna Beach, Volusia County",SWIMMING,INJURY,AFTERNOON
1831,,2008-01-08,USA,North Carolina,"Surf City, Topsail Island, Pender County",SURFING,INJURY,AFTERNOON
1832,UNPROVOKED,2008-01-08,USA,Florida,"Sanibel Island, Lee County",SWIMMING,INJURY,NOON
1833,,2008-01-08,USA,South Carolina,"North Myrtle Beach, Horry County",,INJURY,
1834,UNPROVOKED,2008-01-08,USA,US Virgin Islands,Buck Island,PASSIVE,INJURY,DUSK
1835,UNPROVOKED,2008-01-08,USA,Florida,"New Smyrna Beach, Volusia County",SWIMMING,INJURY,NOON
1836,UNPROVOKED,2008-01-08,USA,Hawaii,"Ala Moana Beach Park, Oah'u",DIVING,,NOON
1837,UNPROVOKED,2008-01-07,AUSTRALIA,Victoria,Levys Beach,SURFING,,MORNING
1838,UNPROVOKED,2008-01-07,SOUTH AFRICA,,,,INJURY,
1839,UNPROVOKED,2008-01-07,PANAMA,San Carlos,Playa Teta,SWIMMING,INJURY,AFTERNOON
1840,UNPROVOKED,2008-01-07,MEXICO,Cabo San Lucas,,SWIMMING,INJURY,
1841,UNPROVOKED,2008-01-07,USA,Hawaii,"Honokowai, Maui",SWIMMING,INJURY,AFTERNOON
1842,UNPROVOKED,2008-01-07,USA,Florida,"New Smyrna Beach, Volusia County",SURFING,INJURY,MORNING
1843,UNPROVOKED,2008-01-07,USA,Hawaii,"Lahilahi Point, Oahu",DIVING,INJURY,MORNING
1844,UNPROVOKED,2008-01-07,USA,North Carolina,"Surf City, Topsail Island, Pender County",SWIMMING,INJURY,
1845,UNPROVOKED,2008-01-07,USA,North Carolina,"Topsail Island, Pender County",SWIMMING,INJURY,NOON
1846,PROVOKED,2008-01-07,USA,Florida,"New Smyrna Beach, Volusia County",SURFING,INJURY,NOON
1847,UNPROVOKED,2008-01-07,USA,Florida,"New Smyrna Beach, Volusia County",SWIMMING,INJURY,NOON
1848,UNPROVOKED,2008-01-07,EGYPT,,Daedalus Reef,DIVING,,
1849,,2008-01-07,USA,North Carolina,"Carolina Beach, New Hanover County",,INJURY,
1850,UNPROVOKED,2008-01-07,USA,South Carolina,"Isle of Palms, Charleston County",SURFING,INJURY,NOON
1851,UNPROVOKED,2008-01-07,USA,North Carolina,"Emerald Isle, Carteret County",SWIMMING,INJURY,DUSK
1852,UNPROVOKED,2008-01-07,USA,South Carolina,"Litchfield Beach, Georgetown County",,INJURY,NOON
1853,WATERCRAFT,2008-01-07,UNITED KINGDOM,Sussex,"Rock-a-Nore, Hastings",BOATING,,
1854,,2008-01-06,USA,Hawaii,"Kamilo Point, Hawai'i",SWIMMING,INJURY,NOON
1855,UNPROVOKED,2008-01-06,BAHAMAS,Abaco Islands,,DIVING,INJURY,NOON
1856,UNPROVOKED,2008-01-06,SOUTH AFRICA,Western Cape Province,Mossel Bay,SURFING,INJURY,NOON
1857,UNPROVOKED,2008-01-06,SOUTH AFRICA,Western Cape Province,Struis Bay,DIVING,,
1858,UNPROVOKED,2008-01-06,USA,Florida,"New Smyrna Beach, Volusia County",SURFING,INJURY,NOON
1859,UNPROVOKED,2008-01-06,USA,South Carolina,"Isle of Palms, Charleston County",SWIMMING,INJURY,NOON
1860,UNPROVOKED,2008-01-06,BRAZIL,Bahia,Guarajuba,SURFING,INJURY,MORNING
1861,WATERCRAFT,2008-01-06,USA,California,"West Cove, Catalina Island",BOATING,,MORNING
1862,UNPROVOKED,2008-01-06,USA,Florida,"Fernandina Beach, Nassau County",SWIMMING,INJURY,NOON
1863,UNPROVOKED,2008-01-06,BRAZIL,Pernambuco,"Punta Del Chifre, Olinda",SURFING,INJURY,
1864,UNPROVOKED,2008-01-06,USA,Florida,"Cocoa Beach, Brevard  County",,INJURY,
1865,WATERCRAFT,2008-01-06,SCOTLAND,Easter Ross,Balintore Bay,FISHING,,
1866,UNPROVOKED,2008-01-06,USA,South Carolina,Cherry Grove,,INJURY,AFTERNOON
1867,UNPROVOKED,2008-01-06,BRAZIL,Pernambuco,"Piedade, Recife",SWIMMING,INJURY,AFTERNOON
1868,UNPROVOKED,2008-01-05,USA,North Carolina,"Hammocks Beach State Park, Bear Island, Onslow County",SURFING,INJURY,AFTERNOON
1869,UNPROVOKED,2008-01-05,BAHAMAS,Grand Bahama Island,Off West End,SWIMMING,,
1870,UNPROVOKED,2008-01-05,MEXICO,Guerro,Playa Linda,SURFING,INJURY,MORNING
1871,UNPROVOKED,2008-01-05,MEXICO,Guerro,Pantla Beach,SURFING,FATALITY,
1872,UNPROVOKED,2008-01-05,FIJI,Yasawa Islands,Turtle Island,DIVING,FATALITY,NIGHT
1873,UNPROVOKED,2008-01-05,AUSTRALIA,Western Australia,Albany,SWIMMING,INJURY,MORNING
1874,UNPROVOKED,2008-01-05,NEW CALEDONIA,North Province,Hienghène,FISHING,INJURY,NOON
1875,UNPROVOKED,2008-01-05,USA,Florida,"New Smyrna Beach, Volusia County",SWIMMING,INJURY,NOON
1876,PROVOKED,2008-01-05,SOUTH AFRICA,,,FISHING,INJURY,
1877,UNPROVOKED,2008-01-04,MEXICO,Guerro,Troncones Beach,SURFING,FATALITY,NOON
1878,UNPROVOKED,2008-01-04,USA,Florida,"New Smyrna Beach, Volusia County",SURFING,INJURY,NOON
1879,UNPROVOKED,2008-01-04,USA,Florida,"New Smyrna Beach, Volusia County",SURFING,INJURY,MORNING
1880,UNPROVOKED,2008-01-04,NEW CALEDONIA,North Province,Poindimié,SWIMMING,INJURY,MORNING
1881,PROVOKED,2008-01-04,USA,Florida,"New Smyrna Beach, Volusia County",SURFING,INJURY,MORNING
1882,UNPROVOKED,2008-01-04,USA,California,"Solana Beach, San Diego County",SWIMMING,FATALITY,MORNING
1883,UNPROVOKED,2008-01-04,USA,Florida,"New Smyrna Beach, Volusia County",SURFING,INJURY,MORNING
1884,UNPROVOKED,2008-01-04,AUSTRALIA,New South Wales,Crescent Head,,,
1885,,2008-01-04,SOUTH AFRICA,KwaZulu-Natal,Aliwal Shoal,DIVING,,
1886,,2008-01-04,MEXICO,Quintana Roo,"Delfines Beach, Cancun",SWIMMING,INJURY,DUSK
1887,,2008-01-04,AUSTRALIA,Queensland,"Duranbah, Greenmount Beach",SURFING,INJURY,NOON
1888,UNPROVOKED,2008-01-04,USA,Florida,"Playalinda Beach, Canaveral National Seashore, Brevard County",SURFING,INJURY,AFTERNOON
1889,UNPROVOKED,2008-01-04,FIJI,,,DIVING,INJURY,
1890,UNPROVOKED,2008-01-03,USA,Florida,"Palm Beach Shores, Palm Beach County",SWIMMING,INJURY,
1891,UNPROVOKED,2008-01-04,USA,Florida,"1.4 miles south of Ponce de Leon Jetty, New Smyrna Beach, Volusia County",SURFING,INJURY,
1892,UNPROVOKED,2008-01-04,AUSTRALIA,New South Wales,"Lighthouse Beach, Ballina",SURFING,FATALITY,MORNING
1893,UNPROVOKED,2008-01-04,USA,Florida,"South of Ponce de Leon Jetty, New Smyrna Beach, Volusia County",PASSIVE,INJURY,NOON
1894,UNPROVOKED,2008-01-03,SOUTH AFRICA,KwaZulu-Natal,Scottburgh,FISHING,INJURY,
1895,UNPROVOKED,2008-01-03,USA,Florida,"New Smyrna Beach / Ponce Inlet, Volusia County",SURFING,INJURY,AFTERNOON
1896,UNPROVOKED,2008-01-03,USA,Florida,"Near Cocoa Beach, Brevard  County",SURFING,INJURY,
1897,UNPROVOKED,2008-01-03,USA,Florida,"South of Ponce de Leon Jetty, New Smyrna Beach, Volusia County",PASSIVE,INJURY,NOON
1898,UNPROVOKED,2008-01-03,USA,Florida,"Beachway Avenue Approach, New Smyrna Beach, Volusia County",SWIMMING,INJURY,AFTERNOON
1899,UNPROVOKED,2008-01-03,USA,Florida,"Lovers Key State Park, Bonita Springs, Lee County",,INJURY,NOON
1900,UNPROVOKED,2008-01-03,USA,California,"Huntington Beach, Orange County",SURFING,INJURY,MORNING
1901,UNPROVOKED,2008-01-02,BAHAMAS,Northern Bahamas,"Dive site known as ""The End of the Map""",DIVING,FATALITY,MORNING
1902,UNPROVOKED,2008-01-02,FRENCH POLYNESIA,Society Islands,Tahiti,DIVING,INJURY,
1903,UNPROVOKED,2008-01-02,USA,Florida,"Ponce Inlet, Volusia County",SURFING,INJURY,AFTERNOON
1904,UNPROVOKED,2008-01-02,AUSTRALIA,New South Wales,Horseshoe Bay,SURFING,INJURY,
1905,UNPROVOKED,2008-01-02,USA,Florida,"Opposite Patrick Air Force Base, Brevard County",SURFING,INJURY,
1906,PROVOKED,2008-01-30,JAPAN,Tokyo Bay,,DIVING,INJURY,
1907,UNPROVOKED,2008-01-01,SOUTH AFRICA,KwaZulu-Natal,"Suncoast Pirates Beach, Durban",SURFING,,
1908,PROVOKED,2008-01-01,AUSTRALIA,Queensland,200 km east of Coolangatta,BOATING,INJURY,MORNING
1909,,2008-01-01,NEW ZEALAND,South Island,Marfells Beach,SWIMMING,,
1910,WATERCRAFT,2008-01-01,NEW ZEALAND,North Island,Omaha Beach,,INJURY,NOON
1911,UNPROVOKED,2008-01-01,USA,Florida,"Playalinda Beach, Canaveral National Seashore, Brevard County",SURFING,INJURY,
1912,PROVOKED,2008-01-01,USA,Florida,"Off Fort Pierce, St. Lucie County",FISHING,INJURY,
1913,UNPROVOKED,2008-01-01,MEXICO,Baja California,Playas de Tijuana,SURFING,INJURY,
1914,UNPROVOKED,2007-01-12,ECUADOR,Galapagos Islands,San Cristobal Island,SURFING,INJURY,
1915,,2007-01-12,BRITISH VIRGIN ISLANDS,Green Bay,,DIVING,INJURY,
1916,UNPROVOKED,2007-01-12,AUSTRALIA,New South Wales,Jimmy's Beach,SURFING,INJURY,NOON
1917,UNPROVOKED,2007-01-12,AUSTRALIA,Queensland,South Stradbroke Island,SWIMMING,INJURY,
1918,,2007-01-12,AUSTRALIA,New South Wales,Bondi,SWIMMING,INJURY,DUSK
1919,UNPROVOKED,2007-01-12,USA,Hawaii,"Waialua Bay, O'ahu",SURFING,INJURY,NOON
1920,UNPROVOKED,2007-01-12,NEW ZEALAND,South Island,Kaikoura,SURFING,INJURY,
1921,UNPROVOKED,2007-01-12,BRAZIL,Pernambuco,Itamaracá,,,
1922,PROVOKED,2007-01-11,AUSTRALIA,Western Australia,In a tidal creek    5 km from Wickham,FISHING,INJURY,
1923,UNPROVOKED,2007-01-11,AUSTRALIA,New South Wales,"Wategos Beach, Byon Bay",SURFING,,NOON
1924,UNPROVOKED,2007-01-11,SOUTH AFRICA,Western Cape Province,The Strand,SURFING,INJURY,AFTERNOON
1925,UNPROVOKED,2007-01-11,USA,Florida,"New Smyrna Beach, Volusia County",SURFING,,NOON
1926,UNPROVOKED,2007-01-11,USA,Florida,"Round Island Park, Indian River County",SURFING,INJURY,MORNING
1927,UNPROVOKED,2007-01-11,SOUTH AFRICA,Eastern Cape Province,Bonza Bay,SURFING,INJURY,MORNING
1928,,2007-01-11,MEXICO,Baja California,Guadalupe Island,DIVING,,
1929,UNPROVOKED,2007-01-10,USA,Hawaii,"Wailea, Maui",SWIMMING,INJURY,AFTERNOON
1930,UNPROVOKED,2007-01-10,AUSTRALIA,New South Wales,Byron Bay,SURFING,INJURY,NOON
1931,UNPROVOKED,2007-01-10,AUSTRALIA,Queensland,Holmes Reef,DIVING,INJURY,NOON
1932,UNPROVOKED,2007-01-10,USA,California,"Venice Pier, Venice, Los Angeles County",SURFING,INJURY,DUSK
1933,UNPROVOKED,2007-01-10,USA,Florida,"Playalinda Beach, Canaveral National Seashore, Brevard County",SURFING,INJURY,MORNING
1934,UNPROVOKED,2007-01-09,USA,California,"Santa Monica, Los Angeles County",SURFING,INJURY,NOON
1935,UNPROVOKED,2007-01-09,PHILIPPINES,Palawan,Off Cagayancillo,,FATALITY,NOON
1936,UNPROVOKED,2007-01-09,NEW CALEDONIA,Loyalty Islands,"Bay of Luengoni, Lifou Island",SWIMMING,FATALITY,MORNING
1937,UNPROVOKED,2007-01-09,BAHAMAS,Grand Bahama Island,Sweetings Cay,DIVING,INJURY,NOON
1938,UNPROVOKED,2007-01-09,USA,California,"Moonstone Beach, Humboldt County",SURFING,INJURY,MORNING
1939,UNPROVOKED,2007-01-09,EGYPT,Red Sea,Daedalus Reef,SWIMMING,INJURY,MORNING
1940,,2007-01-09,USA,Florida,Jupiter Inlet,DIVING,,
1941,UNPROVOKED,2007-01-09,USA,Florida,Huguenot Park,SURFING,INJURY,
1942,UNPROVOKED,2007-01-09,USA,Florida,"New Smyrna Beach, Volusia County",SURFING,INJURY,AFTERNOON
1943,UNPROVOKED,2007-01-09,SOLOMON ISLANDS,Marovo Lagoon,Kicha Island,DIVING,INJURY,DUSK
1944,UNPROVOKED,2007-01-09,USA,Florida,"New Smyrna Beach, Volusia County",SWIMMING,INJURY,NOON
1945,UNPROVOKED,2007-01-09,USA,Florida,"Flagler Beach, Flagler County",SURFING,INJURY,MORNING
1946,UNPROVOKED,2007-01-09,USA,Florida,"Lauderdale-by-the-Sea, Broward County",DIVING,INJURY,AFTERNOON
1947,UNPROVOKED,2007-01-09,USA,Florida,"Pepper Park Beach, St. Lucie County",SWIMMING,INJURY,NOON
1948,UNPROVOKED,2007-01-09,USA,Florida,"Daytona Beach, Volusia County",SWIMMING,INJURY,NOON
1949,UNPROVOKED,2007-01-09,USA,South Carolina,Sullivan's Island,PASSIVE,INJURY,AFTERNOON
1950,UNPROVOKED,2007-01-09,USA,Florida,"Daytona Beach, Volusia County",SWIMMING,INJURY,MORNING
1951,UNPROVOKED,2007-01-09,USA,Florida,"Fort Lauderdale, Broward County",SWIMMING,INJURY,MORNING
1952,UNPROVOKED,2007-01-08,USA,Hawaii,"Ka'a'awa, Oahu",SURFING,INJURY,AFTERNOON
1953,UNPROVOKED,2007-01-08,USA,California,"Marina State Beach, Monterey County",SURFING,INJURY,MORNING
1954,UNPROVOKED,2007-01-08,USA,Florida,"New Smyrna Beach, Volusia County",SURFING,INJURY,NOON
1955,UNPROVOKED,2007-01-08,USA,Florida,"New Smyrna Beach, Volusia County",SURFING,INJURY,MORNING
1956,PROVOKED,2007-01-08,USA,North Carolina,North Carolina Aquarium at Fort Fisher,DIVING,INJURY,
1957,PROVOKED,2007-01-08,USA,Delaware,"Indian River Inlet, Rehoboth Beach",FISHING,INJURY,DUSK
1958,UNPROVOKED,2007-01-08,USA,Florida,"Islamorada Founder's Park, Plantation Key, Monroe County",SWIMMING,INJURY,DUSK
1959,UNPROVOKED,2007-01-08,USA,Florida,"New Smyrna Beach, Volusia County",SURFING,INJURY,NOON
1960,UNPROVOKED,2007-01-08,USA,South Carolina,"Lakewood Campground, Grand Strand, Horry County",PASSIVE,INJURY,MORNING
1961,UNPROVOKED,2007-01-08,USA,Florida,Sarasota Bay,SWIMMING,INJURY,NIGHT
1962,UNPROVOKED,2007-01-08,USA,Florida,"New Smyrna Beach, Volusia County",SWIMMING,INJURY,AFTERNOON
1963,UNPROVOKED,2007-01-08,USA,Florida,"Ponce Inlet,  New Smyrna Beach, Volusia County",PASSIVE,INJURY,AFTERNOON
1964,UNPROVOKED,2007-01-08,USA,South Carolina,"Isle of Palms, Charleston County",SWIMMING,INJURY,AFTERNOON
1965,UNPROVOKED,2007-01-08,USA,South Carolina,"Isle of Palms, Charleston County",SURFING,INJURY,NOON
1966,UNPROVOKED,2007-01-08,USA,Florida,"Islamorada, Monroe County",SWIMMING,INJURY,NOON
1967,UNPROVOKED,2007-01-07,USA,Florida,"Ponce Inlet, Volusia County",SURFING,INJURY,NOON
1968,UNPROVOKED,2007-01-07,USA,California,"Imperial Beach, San Diego County",SURFING,INJURY,NIGHT
1969,UNPROVOKED,2007-01-07,USA,California,"Malibu, Los Angeles County",SURFING,,
1970,WATERCRAFT,2007-01-07,USA,California,"Bean Hollow State Beach, San Mateo County",BOATING,INJURY,MORNING
1971,UNPROVOKED,2007-01-07,USA,Hawaii,"Bellows Beach near Wailea Point, O’ahu",DIVING,INJURY,AFTERNOON
1972,UNPROVOKED,2007-01-07,AUSTRALIA,Territory of Cocos (Keeling) Islands,Direction Island,SWIMMING,INJURY,NOON
1973,UNPROVOKED,2007-01-07,USA,North Carolina,"North Topsail Beach, Onslow  County",SWIMMING,INJURY,NOON
1974,PROVOKED,2007-01-07,NORWAY,Oslo Fjord,Sjøstrand,DIVING,INJURY,
